"","X","swagger","info","host","basePath","schemes","consumes","produces","paths","definitions","parameters","responses","securityDefinitions","security","tags","externalDocs","title","description","termsOfService","contact","license","version","pam_fit$clustering"
"61","amazonaws.com:elasticloadbalancing",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"62","amazonaws.com:elasticloadbalancingv2",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"63","amazonaws.com:elasticmapreduce",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"64","amazonaws.com:elastictranscoder",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"65","amazonaws.com:email",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"66","amazonaws.com:entitlement.marketplace",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"67","amazonaws.com:es",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"68","amazonaws.com:events",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"69","amazonaws.com:firehose",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"70","amazonaws.com:fms",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"71","amazonaws.com:gamelift",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"72","amazonaws.com:glacier",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"73","amazonaws.com:glue",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"74","amazonaws.com:greengrass",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"75","amazonaws.com:guardduty",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"76","amazonaws.com:health",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"77","amazonaws.com:iam",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"78","amazonaws.com:importexport",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"79","amazonaws.com:inspector",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"80","amazonaws.com:iot",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"81","amazonaws.com:iot-data",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"82","amazonaws.com:iot-jobs-data",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"83","amazonaws.com:iot1click-devices",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"84","amazonaws.com:iot1click-projects",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"85","amazonaws.com:iotanalytics",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"86","amazonaws.com:kinesis",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"87","amazonaws.com:kinesis-video-archived-media",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"88","amazonaws.com:kinesis-video-media",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"89","amazonaws.com:kinesisanalytics",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,5
"90","amazonaws.com:kinesisvideo",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"91","amazonaws.com:kms",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"92","amazonaws.com:lambda",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"93","amazonaws.com:lex-models",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"94","amazonaws.com:lightsail",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"95","amazonaws.com:logs",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"96","amazonaws.com:machinelearning",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"97","amazonaws.com:marketplacecommerceanalytics",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"98","amazonaws.com:mediaconvert",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"99","amazonaws.com:medialive",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"100","amazonaws.com:mediapackage",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"101","amazonaws.com:mediastore",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"102","amazonaws.com:mediastore-data",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"103","amazonaws.com:meteringmarketplace",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"104","amazonaws.com:mobile",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"105","amazonaws.com:mobileanalytics",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"106","amazonaws.com:monitoring",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"107","amazonaws.com:mq",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"108","amazonaws.com:mturk-requester",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"109","amazonaws.com:opsworks",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"110","amazonaws.com:opsworkscm",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"111","amazonaws.com:organizations",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"112","amazonaws.com:pinpoint",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,5
"113","amazonaws.com:polly",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"114","amazonaws.com:pricing",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"115","amazonaws.com:rds",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"116","amazonaws.com:redshift",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"117","amazonaws.com:rekognition",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"118","amazonaws.com:resource-groups",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"119","amazonaws.com:resourcegroupstaggingapi",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"120","amazonaws.com:route53",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,5
"121","amazonaws.com:route53domains",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"122","amazonaws.com:runtime.lex",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"123","amazonaws.com:runtime.sagemaker",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"124","amazonaws.com:s3",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,5
"125","amazonaws.com:sagemaker",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"126","amazonaws.com:sdb",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"127","amazonaws.com:secretsmanager",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"128","amazonaws.com:serverlessrepo",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"129","amazonaws.com:servicecatalog",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"130","amazonaws.com:servicediscovery",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"131","amazonaws.com:shield",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"132","amazonaws.com:sms",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"133","amazonaws.com:snowball",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"134","amazonaws.com:sns",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"135","amazonaws.com:sqs",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"136","amazonaws.com:ssm",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"137","amazonaws.com:states",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"138","amazonaws.com:storagegateway",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"139","amazonaws.com:streams.dynamodb",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"140","amazonaws.com:sts",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"141","amazonaws.com:support",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"142","amazonaws.com:swf",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"143","amazonaws.com:transcribe",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"144","amazonaws.com:translate",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"145","amazonaws.com:waf",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"146","amazonaws.com:waf-regional",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"147","amazonaws.com:workdocs",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"148","amazonaws.com:workmail",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"149","amazonaws.com:workspaces",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"150","amazonaws.com:xray",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5
"151","anchore.io",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,3
"152","apache.org:qakka",1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1
"153","apacta.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,4
"154","api2cart.com",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,2
"155","apigee.net:marketcheck-cars",1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"156","apimatic.io",1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,5
"157","apis.guru",1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,3
"158","apitore.com:2chMatomeFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"159","apitore.com:certificateFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"160","apitore.com:cosineSimilarity",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"161","apitore.com:designFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"162","apitore.com:documentFrequencyApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"163","apitore.com:gameFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"164","apitore.com:japaneseWordnetApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"165","apitore.com:kmeansClusteringByWord2vec",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"166","apitore.com:kuromojiApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"167","apitore.com:languageDetectionApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"168","apitore.com:newsFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"169","apitore.com:pioneerBlogFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"170","apitore.com:rss2jsonApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"171","apitore.com:sentenceSeparatorApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"172","apitore.com:sentenceSimilarity",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"173","apitore.com:sentencepieceApis_tweet_",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"174","apitore.com:sentencepieceApis_wikipedia_",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"175","apitore.com:sentimentApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"176","apitore.com:synonymApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"177","apitore.com:techFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"178","apitore.com:text2labelByTfidfApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"179","apitore.com:text2labelByWordVectorApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"180","apitore.com:travelFeedsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"181","apitore.com:tweetSummarizationApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"182","apitore.com:twitterApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"183","apitore.com:twitterApisWithSentimentByApitoreSentimentApi",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"184","apitore.com:twitterApisWithWord2vecQueryExpansion",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"185","apitore.com:twitterApisWithWord2vecQueryExpansion,AndAddSentimentByApitoreSentimentApi",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"186","apitore.com:url2hrefApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"187","apitore.com:url2htmlApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"188","apitore.com:url2labelByTfidfApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"189","apitore.com:url2labelByWordVectorApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"190","apitore.com:url2srcApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"191","apitore.com:url2textApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"192","apitore.com:word2vecApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"193","apitore.com:wordnetApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"194","apitore.com:wordnetHypernymApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"195","apitore.com:wordnetHyponymApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"196","apitore.com:wordnetSimilarityApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"197","apitore.com:wordnetSynonymApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"198","apitore.com:wordnetTranslationApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"199","apitore.com:wordsToVectorsApis",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4
"200","appveyor.com",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
"201","archive.org:search",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1
"202","archive.org:wayback",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1
"203","art19.com",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,3
"204","ato.gov.au",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,4
"205","aucklandmuseum.com",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,2
"206","authentiq.io",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5
"207","avaza.com",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,3
"208","aviationdata.systems",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,6
"209","azure.com:advisor",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"210","azure.com:analysisservices",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"211","azure.com:apimanagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"212","azure.com:apimanagement-apimapis",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"213","azure.com:apimanagement-apimauthorizationservers",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"214","azure.com:apimanagement-apimbackends",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"215","azure.com:apimanagement-apimcertificates",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"216","azure.com:apimanagement-apimdeployment",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"217","azure.com:apimanagement-apimdiagnostics",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"218","azure.com:apimanagement-apimemailtemplate",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"219","azure.com:apimanagement-apimgroups",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"220","azure.com:apimanagement-apimidentityprovider",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"221","azure.com:apimanagement-apimloggers",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"222","azure.com:apimanagement-apimnetworkstatus",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"223","azure.com:apimanagement-apimnotifications",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"224","azure.com:apimanagement-apimopenidconnectproviders",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"225","azure.com:apimanagement-apimproducts",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"226","azure.com:apimanagement-apimproperties",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
